respondent_id,origin_country,destination_country,migration_reason,migration_type,age_group,gender,education_level,year_of_migration,marital_status,monthly_income_usd,sends_remittance
2039,Sri Lanka,Canada,Refugee/Asylum,Permanent,18-24,Male,PhD,2017,Divorced,9258,No
2040,India,United Kingdom,Employment,Work,25-34,Male,Bachelor's,2021,Single,716,Yes
2041,Pakistan,United Kingdom,Skilled Worker Visa,Work,45-54,Male,Bachelor's,2017,Divorced,606,No
2042,India,Saudi Arabia,Employment,Work,25-34,Female,PhD,2024,Married,2843,Yes
2043,Bangladesh,Norway,Better Quality of Life,Permanent,18-24,Male,Vocational/Technical,2025,Married,389,Yes
2044,Pakistan,Kuwait,Skilled Worker Visa,Work,25-34,Male,Bachelor's,2013,Divorced,502,No
2045,Pakistan,Australia,Employment,Work,55+,Male,Bachelor's,2009,Divorced,425,Yes
2046,Sri Lanka,Saudi Arabia,Marriage/Spouse,Permanent,25-34,Male,Secondary,2016,Divorced,1219,Yes
2047,Pakistan,Oman,Skilled Worker Visa,Work,18-24,Male,Secondary,2007,Married,7315,Yes
2048,Bangladesh,United Kingdom,Refugee/Asylum,Permanent,35-44,Male,Secondary,2015,Divorced,4149,No
2049,Bangladesh,UAE,Employment,Work,55+,Male,Bachelor's,2012,Married,3359,Yes
2050,India,Malaysia,Permanent Residency,Permanent,45-54,Female,Secondary,2025,Divorced,5818,Yes
2051,Sri Lanka,Kuwait,Refugee/Asylum,Permanent,25-34,Male,Primary,2021,Single,8483,No
2052,Bangladesh,Saudi Arabia,Economic Hardship,Permanent,25-34,Female,Bachelor's,2016,Single,1418,Yes
2053,Pakistan,United Kingdom,Family Reunification,Permanent,25-34,Male,Vocational/Technical,2000,Single,1500,Yes
2054,Nepal,Oman,Employment,Work,18-24,Male,Bachelor's,2021,Married,1428,Yes
2055,Bangladesh,Canada,Skilled Worker Visa,Work,45-54,Female,Secondary,2024,Married,3788,Yes
2056,India,Norway,Business/Investment,Work,25-34,Male,Master's,2020,Single,506,No
2057,Bangladesh,Japan,Employment,Work,55+,Female,Primary,2015,Single,2552,Yes
2058,Bangladesh,Canada,Employment,Work,25-34,Female,PhD,2003,Divorced,565,Yes
2059,Nepal,United States,Skilled Worker Visa,Work,25-34,Male,Bachelor's,2016,Divorced,1366,No
2060,India,Australia,Employment,Work,35-44,Male,Master's,2018,Single,413,Yes
2061,Nepal,Saudi Arabia,Skilled Worker Visa,Work,18-24,Male,Vocational/Technical,2012,Single,1602,No
2062,Nepal,Norway,Higher Education,Permanent,18-24,Female,Secondary,2020,Single,722,Yes
2063,Bangladesh,Malaysia,Employment,Work,35-44,Male,Secondary,2017,Married,765,No
2064,Sri Lanka,Norway,Employment,Work,55+,Female,Bachelor's,2021,Divorced,9314,Yes
2065,India,Canada,Economic Hardship,Permanent,45-54,Female,PhD,2015,Married,331,Yes
2066,Pakistan,United Kingdom,Family Reunification,Permanent,45-54,Male,Master's,2024,Married,3048,Yes
2067,Sri Lanka,Japan,Family Reunification,Permanent,45-54,Male,Master's,2021,Single,3047,Yes
2068,Sri Lanka,New Zealand,Family Reunification,Permanent,35-44,Male,Master's,2020,Married,490,Yes
2069,Bangladesh,South Korea,Economic Hardship,Permanent,55+,Male,Secondary,2016,Married,2940,Yes
2070,Sri Lanka,France,Business/Investment,Work,25-34,Male,Master's,2021,Single,2412,Yes
2071,Nepal,France,Higher Education,Permanent,35-44,Male,Bachelor's,2025,Divorced,373,Yes
2072,Sri Lanka,Norway,Better Quality of Life,Permanent,18-24,Female,Master's,2010,Single,245,Yes
2073,Nepal,Kuwait,Employment,Work,25-34,Male,Bachelor's,2023,Single,623,No
2074,Pakistan,Australia,Family Reunification,Permanent,18-24,Male,Secondary,2025,Divorced,337,Yes
2075,Sri Lanka,Norway,Higher Education,Permanent,45-54,Male,Primary,2024,Divorced,3815,Yes
2076,Pakistan,Australia,Marriage/Spouse,Permanent,25-34,Male,Secondary,2017,Divorced,2015,Yes
2077,Nepal,New Zealand,Higher Education,Permanent,25-34,Female,Secondary,2018,Married,3830,Yes
2078,India,UAE,Employment,Work,45-54,Male,Primary,2012,Divorced,2269,Yes
2079,Pakistan,Oman,Skilled Worker Visa,Work,18-24,Male,Master's,2018,Married,2226,Yes
2080,Nepal,Italy,Skilled Worker Visa,Work,25-34,Male,Master's,2021,Single,1639,Yes
2081,Bangladesh,Kuwait,Employment,Work,25-34,Male,Master's,2009,Divorced,10533,Yes
2082,Bangladesh,Saudi Arabia,Employment,Work,35-44,Male,Secondary,2025,Single,1258,Yes
2083,Bangladesh,United States,Permanent Residency,Permanent,45-54,Male,Secondary,2024,Married,1455,Yes
2084,Nepal,France,Business/Investment,Work,25-34,Male,Bachelor's,2001,Married,3687,Yes
2085,Sri Lanka,New Zealand,Higher Education,Permanent,55+,Female,Bachelor's,2018,Married,312,No
2086,India,Oman,Employment,Work,18-24,Male,Secondary,2011,Single,4299,No
2087,Nepal,Qatar,Skilled Worker Visa,Work,25-34,Male,Secondary,2019,Married,364,No
2088,India,Australia,Economic Hardship,Permanent,18-24,Female,Secondary,2022,Married,920,No
2089,Nepal,Saudi Arabia,Employment,Work,18-24,Male,PhD,2002,Divorced,1943,No
2090,Pakistan,Malaysia,Family Reunification,Permanent,25-34,Female,Master's,2025,Divorced,208,Yes
2091,Pakistan,Japan,Skilled Worker Visa,Work,25-34,Female,PhD,2007,Divorced,1390,Yes
2092,Bangladesh,United States,Family Reunification,Permanent,25-34,Male,Primary,2004,Single,3018,Yes
2093,Sri Lanka,Germany,Better Quality of Life,Permanent,25-34,Male,Bachelor's,2016,Single,756,No
2094,Sri Lanka,Australia,Employment,Work,25-34,Female,Secondary,2024,Divorced,709,Yes
2095,Pakistan,United States,Better Quality of Life,Permanent,25-34,Male,Master's,2023,Divorced,3906,Yes
2096,Sri Lanka,South Korea,Family Reunification,Permanent,25-34,Female,PhD,2023,Single,629,Yes
2097,Nepal,Germany,Refugee/Asylum,Permanent,45-54,Female,PhD,2012,Divorced,332,Yes
2098,Pakistan,South Korea,Skilled Worker Visa,Work,25-34,Male,Secondary,2005,Married,303,No
2099,Pakistan,Australia,Better Quality of Life,Permanent,35-44,Male,Secondary,2013,Single,696,Yes
2100,India,Kuwait,Employment,Work,35-44,Male,Vocational/Technical,2016,Divorced,207,Yes
2101,Pakistan,France,Employment,Work,45-54,Male,Bachelor's,2002,Divorced,938,Yes
2102,Nepal,Malaysia,Skilled Worker Visa,Work,25-34,Female,Vocational/Technical,2019,Single,1299,Yes
2103,India,UAE,Employment,Work,25-34,Male,Bachelor's,2013,Married,536,Yes
2104,Pakistan,Saudi Arabia,Skilled Worker Visa,Work,35-44,Male,Secondary,2024,Single,577,Yes
2105,Pakistan,New Zealand,Employment,Work,35-44,Male,Bachelor's,2025,Married,837,Yes
2106,India,UAE,Marriage/Spouse,Permanent,18-24,Male,Secondary,2024,Married,522,Yes
2107,Sri Lanka,Germany,Family Reunification,Permanent,18-24,Female,Secondary,2025,Single,1077,No
2108,Sri Lanka,Saudi Arabia,Higher Education,Permanent,25-34,Male,Bachelor's,2022,Divorced,314,Yes
2109,India,Malaysia,Skilled Worker Visa,Work,35-44,Female,Bachelor's,2020,Married,913,Yes
2110,Sri Lanka,Italy,Employment,Work,18-24,Male,Secondary,2022,Divorced,3573,Yes
2111,India,South Korea,Permanent Residency,Permanent,45-54,Female,Bachelor's,2015,Divorced,3515,No
2112,India,Germany,Economic Hardship,Permanent,35-44,Female,Vocational/Technical,2015,Married,1114,No
2113,Sri Lanka,Qatar,Employment,Work,25-34,Male,Secondary,2022,Married,618,Yes
2114,Bangladesh,United Kingdom,Marriage/Spouse,Permanent,35-44,Male,Master's,2017,Single,236,No
2115,Bangladesh,Malaysia,Higher Education,Permanent,25-34,Male,Vocational/Technical,2025,Married,892,Yes
2116,Bangladesh,New Zealand,Refugee/Asylum,Permanent,35-44,Female,Bachelor's,2019,Single,1008,Yes
2117,Pakistan,Malaysia,Refugee/Asylum,Permanent,25-34,Male,Secondary,2024,Single,3340,Yes
2118,Nepal,Oman,Higher Education,Permanent,45-54,Male,Vocational/Technical,2014,Married,503,Yes
2119,India,Oman,Employment,Work,18-24,Male,Secondary,2018,Married,1943,Yes
2120,India,Saudi Arabia,Marriage/Spouse,Permanent,18-24,Female,Secondary,2023,Married,1924,Yes
2121,India,France,Refugee/Asylum,Permanent,25-34,Male,Primary,2024,Single,7226,Yes
2122,Nepal,France,Employment,Work,45-54,Female,Vocational/Technical,2011,Divorced,1630,Yes
2123,India,United Kingdom,Skilled Worker Visa,Work,18-24,Male,Secondary,2013,Single,9009,No
2124,Sri Lanka,Qatar,Employment,Work,25-34,Male,Bachelor's,2020,Divorced,1601,No
2125,Bangladesh,Australia,Employment,Work,45-54,Female,Primary,2019,Single,885,Yes
2126,India,UAE,Employment,Work,45-54,Male,Vocational/Technical,2022,Divorced,496,Yes
2127,Bangladesh,United States,Marriage/Spouse,Permanent,45-54,Male,Secondary,2022,Married,530,No
2128,Bangladesh,United Kingdom,Refugee/Asylum,Permanent,35-44,Male,Vocational/Technical,2022,Married,547,No
2129,Bangladesh,Italy,Higher Education,Permanent,25-34,Male,Master's,2013,Divorced,695,Yes
2130,Sri Lanka,Malaysia,Permanent Residency,Permanent,45-54,Male,Vocational/Technical,2006,Single,1114,Yes
2131,Sri Lanka,Malaysia,Skilled Worker Visa,Work,45-54,Female,Master's,2013,Single,1418,Yes
2132,Nepal,United Kingdom,Economic Hardship,Permanent,55+,Female,Secondary,2025,Single,2373,No
2133,Pakistan,Italy,Business/Investment,Work,25-34,Male,Secondary,2020,Divorced,8249,Yes
2134,Nepal,Kuwait,Marriage/Spouse,Permanent,25-34,Male,Vocational/Technical,2014,Divorced,5909,No
2135,India,UAE,Marriage/Spouse,Permanent,18-24,Male,Vocational/Technical,2017,Single,3376,Yes
2136,Sri Lanka,United States,Higher Education,Permanent,18-24,Male,Secondary,2016,Divorced,402,No
2137,India,Malaysia,Family Reunification,Permanent,25-34,Female,Master's,2021,Divorced,8006,Yes
2138,Bangladesh,Australia,Employment,Work,55+,Male,Master's,2024,Divorced,521,Yes
2139,Sri Lanka,Germany,Permanent Residency,Permanent,55+,Female,Bachelor's,2003,Single,8421,Yes
2140,Bangladesh,United Kingdom,Marriage/Spouse,Permanent,35-44,Female,Primary,2016,Single,2982,Yes
2141,Pakistan,France,Higher Education,Permanent,18-24,Male,Bachelor's,2018,Single,2689,No
2142,Sri Lanka,United Kingdom,Skilled Worker Visa,Work,55+,Female,Vocational/Technical,2018,Single,2543,Yes
2143,Sri Lanka,United States,Higher Education,Permanent,25-34,Male,Bachelor's,2022,Divorced,960,No
2144,Sri Lanka,France,Skilled Worker Visa,Work,35-44,Female,Primary,2001,Divorced,544,No
2145,Nepal,Oman,Employment,Work,25-34,Male,Master's,2019,Divorced,595,No
2146,India,Kuwait,Employment,Work,18-24,Male,PhD,2004,Single,1424,Yes
2147,Bangladesh,Japan,Business/Investment,Work,55+,Female,Vocational/Technical,2017,Divorced,602,Yes
2148,Sri Lanka,South Korea,Higher Education,Permanent,35-44,Male,Master's,2019,Married,2103,Yes
2149,Sri Lanka,Australia,Permanent Residency,Permanent,25-34,Male,Bachelor's,2023,Divorced,353,Yes
2150,India,Oman,Employment,Work,18-24,Male,Primary,2018,Single,933,Yes
2151,India,Kuwait,Business/Investment,Work,25-34,Male,Bachelor's,2024,Single,340,No
2152,Sri Lanka,Qatar,Employment,Work,35-44,Female,Master's,2012,Divorced,357,Yes
2153,India,Australia,Permanent Residency,Permanent,35-44,Female,Master's,2013,Married,486,No
2154,Nepal,Italy,Business/Investment,Work,35-44,Female,Secondary,2020,Divorced,1368,Yes
2155,Pakistan,UAE,Business/Investment,Work,25-34,Male,Primary,2006,Single,3059,No
2156,Pakistan,Oman,Family Reunification,Permanent,25-34,Male,Master's,2004,Single,789,Yes
2157,Pakistan,Germany,Political Instability,Permanent,45-54,Male,Secondary,2005,Single,369,Yes
2158,Pakistan,United States,Permanent Residency,Permanent,18-24,Male,Bachelor's,2017,Divorced,1221,No
2159,Sri Lanka,New Zealand,Higher Education,Permanent,25-34,Male,Master's,2020,Single,1532,Yes
2160,Sri Lanka,Kuwait,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2024,Married,342,No
2161,Pakistan,Kuwait,Refugee/Asylum,Permanent,25-34,Male,Vocational/Technical,2023,Married,560,Yes
2162,Sri Lanka,United States,Family Reunification,Permanent,25-34,Male,Master's,2019,Divorced,3689,Yes
2163,Sri Lanka,Japan,Marriage/Spouse,Permanent,55+,Male,Master's,2025,Single,494,No
2164,Bangladesh,UAE,Business/Investment,Work,25-34,Male,Bachelor's,2019,Married,9374,Yes
2165,Bangladesh,Qatar,Skilled Worker Visa,Work,18-24,Male,Master's,2006,Single,400,Yes
2166,Bangladesh,Saudi Arabia,Employment,Work,18-24,Male,Bachelor's,2003,Married,1410,Yes
2167,India,Canada,Family Reunification,Permanent,25-34,Male,Master's,2018,Divorced,688,Yes
2168,Sri Lanka,UAE,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2012,Single,955,Yes
2169,Nepal,France,Better Quality of Life,Permanent,18-24,Male,PhD,2005,Divorced,216,No
2170,Pakistan,South Korea,Permanent Residency,Permanent,45-54,Female,Secondary,2010,Divorced,663,Yes
2171,Pakistan,Qatar,Skilled Worker Visa,Work,35-44,Male,PhD,2013,Single,3979,No
2172,Sri Lanka,South Korea,Business/Investment,Work,35-44,Male,Bachelor's,2009,Married,1829,Yes
2173,Pakistan,Japan,Employment,Work,25-34,Female,Vocational/Technical,2019,Single,2751,No
2174,Pakistan,Australia,Skilled Worker Visa,Work,45-54,Male,Primary,2012,Single,553,Yes
2175,Nepal,Canada,Higher Education,Permanent,55+,Female,Vocational/Technical,2007,Divorced,1009,No
2176,Bangladesh,South Korea,Employment,Work,25-34,Female,Secondary,2017,Single,934,No
2177,India,United Kingdom,Political Instability,Permanent,55+,Male,Bachelor's,2007,Single,2851,Yes
2178,Pakistan,South Korea,Better Quality of Life,Permanent,25-34,Male,Bachelor's,2022,Married,1937,Yes
2179,India,UAE,Employment,Work,25-34,Female,Master's,2013,Married,3418,No
2180,Pakistan,Oman,Employment,Work,45-54,Male,Secondary,2003,Divorced,311,No
2181,Bangladesh,Kuwait,Economic Hardship,Permanent,45-54,Male,Vocational/Technical,2017,Single,1228,Yes
2182,Sri Lanka,United Kingdom,Better Quality of Life,Permanent,45-54,Male,Primary,2004,Divorced,3742,Yes
2183,Nepal,Malaysia,Skilled Worker Visa,Work,55+,Female,Master's,2025,Single,851,Yes
2184,India,Japan,Skilled Worker Visa,Work,35-44,Male,Primary,2024,Married,513,Yes
2185,Sri Lanka,Canada,Employment,Work,35-44,Female,Primary,2010,Single,934,No
2186,Pakistan,UAE,Family Reunification,Permanent,18-24,Male,Secondary,2008,Married,9206,No
2187,Pakistan,Norway,Family Reunification,Permanent,45-54,Male,Bachelor's,2025,Divorced,3226,Yes
2188,Pakistan,Malaysia,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2013,Married,3849,Yes
2189,Bangladesh,Kuwait,Employment,Work,35-44,Male,Primary,2020,Married,869,Yes
2190,Sri Lanka,Kuwait,Marriage/Spouse,Permanent,25-34,Male,Bachelor's,2012,Married,2944,Yes
2191,Bangladesh,Norway,Skilled Worker Visa,Work,55+,Male,Vocational/Technical,2014,Divorced,7632,Yes
2192,Nepal,South Korea,Employment,Work,35-44,Male,Bachelor's,2011,Single,560,Yes
2193,Pakistan,Germany,Better Quality of Life,Permanent,25-34,Male,Master's,2023,Divorced,927,Yes
2194,India,Norway,Business/Investment,Work,45-54,Male,Bachelor's,2012,Divorced,1121,Yes
2195,Bangladesh,Germany,Refugee/Asylum,Permanent,35-44,Male,Vocational/Technical,2023,Married,909,Yes
2196,Sri Lanka,United States,Better Quality of Life,Permanent,25-34,Male,Vocational/Technical,2023,Single,10509,Yes
2197,Nepal,France,Economic Hardship,Permanent,25-34,Male,Master's,2025,Married,5474,No
2198,Pakistan,Malaysia,Higher Education,Permanent,35-44,Female,Primary,2006,Divorced,1026,No
2199,India,UAE,Employment,Work,35-44,Male,Bachelor's,2019,Married,2105,Yes
2200,Pakistan,Canada,Skilled Worker Visa,Work,25-34,Male,Master's,2015,Divorced,519,Yes
2201,Bangladesh,Oman,Employment,Work,35-44,Male,Vocational/Technical,2023,Single,3004,Yes
2202,India,Qatar,Skilled Worker Visa,Work,35-44,Male,Primary,2008,Single,1180,No
2203,Bangladesh,Kuwait,Employment,Work,25-34,Male,Master's,2010,Single,628,No
2204,Nepal,Oman,Business/Investment,Work,25-34,Female,Bachelor's,2009,Single,621,Yes
2205,Bangladesh,Kuwait,Skilled Worker Visa,Work,55+,Male,Vocational/Technical,2023,Married,1478,Yes
2206,Pakistan,Norway,Family Reunification,Permanent,35-44,Male,Secondary,2010,Divorced,303,Yes
2207,Nepal,Saudi Arabia,Skilled Worker Visa,Work,25-34,Male,Master's,2018,Divorced,710,No
2208,India,South Korea,Employment,Work,35-44,Female,Vocational/Technical,2017,Divorced,1239,No
2209,Pakistan,Oman,Employment,Work,25-34,Male,Primary,2009,Divorced,445,Yes
2210,Pakistan,New Zealand,Marriage/Spouse,Permanent,25-34,Female,Bachelor's,2025,Married,441,Yes
2211,India,Canada,Permanent Residency,Permanent,18-24,Female,Bachelor's,2014,Single,264,Yes
2212,Bangladesh,Kuwait,Employment,Work,18-24,Male,Secondary,2025,Divorced,3471,No
2213,Bangladesh,New Zealand,Family Reunification,Permanent,25-34,Female,Master's,2017,Married,1067,Yes
2214,Nepal,Kuwait,Employment,Work,35-44,Male,Primary,2016,Married,734,Yes
2215,Sri Lanka,France,Employment,Work,25-34,Male,Bachelor's,2021,Married,949,Yes
2216,Sri Lanka,Japan,Better Quality of Life,Permanent,25-34,Female,Secondary,2011,Divorced,526,Yes
2217,Nepal,France,Permanent Residency,Permanent,25-34,Female,Secondary,2019,Divorced,1258,No
2218,Sri Lanka,Qatar,Economic Hardship,Permanent,25-34,Male,Bachelor's,2022,Single,1102,Yes
2219,India,Saudi Arabia,Family Reunification,Permanent,25-34,Male,Master's,2001,Married,483,Yes
2220,Bangladesh,New Zealand,Skilled Worker Visa,Work,25-34,Male,Secondary,2025,Married,2427,No
2221,India,South Korea,Employment,Work,45-54,Male,Primary,2018,Single,433,Yes
2222,Bangladesh,Italy,Permanent Residency,Permanent,18-24,Male,Primary,2025,Single,685,Yes
2223,Nepal,South Korea,Permanent Residency,Permanent,45-54,Female,Bachelor's,2015,Married,2352,Yes
2224,Nepal,New Zealand,Higher Education,Permanent,25-34,Male,Bachelor's,2007,Single,10153,No
2225,India,Norway,Economic Hardship,Permanent,55+,Female,Vocational/Technical,2008,Single,3497,Yes
2226,Nepal,France,Business/Investment,Work,25-34,Female,Bachelor's,2022,Married,631,No
2227,Bangladesh,UAE,Employment,Work,45-54,Male,Master's,2008,Divorced,952,Yes
2228,Nepal,UAE,Marriage/Spouse,Permanent,35-44,Male,Bachelor's,2016,Divorced,364,No
2229,Bangladesh,Kuwait,Skilled Worker Visa,Work,25-34,Male,Bachelor's,2020,Married,276,No
2230,India,United Kingdom,Marriage/Spouse,Permanent,35-44,Female,Master's,2011,Married,3831,Yes
2231,Pakistan,Kuwait,Employment,Work,35-44,Female,Primary,2010,Single,1032,Yes
2232,Pakistan,New Zealand,Business/Investment,Work,25-34,Female,Secondary,2018,Married,297,Yes
2233,India,Italy,Employment,Work,18-24,Male,Bachelor's,2001,Divorced,358,Yes
2234,India,UAE,Permanent Residency,Permanent,55+,Male,Secondary,2005,Divorced,2691,No
2235,Nepal,France,Employment,Work,45-54,Female,Secondary,2007,Single,1007,No
2236,Pakistan,Qatar,Skilled Worker Visa,Work,45-54,Male,Bachelor's,2019,Married,217,Yes
2237,Sri Lanka,Germany,Employment,Work,25-34,Male,Primary,2023,Married,3389,Yes
2238,Sri Lanka,South Korea,Higher Education,Permanent,45-54,Female,Primary,2023,Married,2091,No
2239,Bangladesh,Japan,Family Reunification,Permanent,35-44,Male,Bachelor's,2024,Married,1439,Yes
2240,Bangladesh,United States,Better Quality of Life,Permanent,35-44,Female,Bachelor's,2009,Single,423,Yes
2241,Bangladesh,Oman,Skilled Worker Visa,Work,25-34,Male,Primary,2012,Married,209,Yes
2242,Nepal,Norway,Permanent Residency,Permanent,35-44,Female,Bachelor's,2013,Divorced,1437,Yes
2243,Nepal,Australia,Business/Investment,Work,35-44,Male,Bachelor's,2025,Single,1815,Yes
2244,India,Kuwait,Employment,Work,35-44,Male,Vocational/Technical,2010,Married,271,Yes
2245,Nepal,United Kingdom,Higher Education,Permanent,25-34,Female,Bachelor's,2018,Single,1374,No
2246,India,New Zealand,Economic Hardship,Permanent,35-44,Female,Primary,2019,Married,1589,Yes
2247,India,New Zealand,Higher Education,Permanent,45-54,Male,Vocational/Technical,2018,Divorced,1359,Yes
2248,Bangladesh,Canada,Marriage/Spouse,Permanent,35-44,Male,Secondary,2022,Divorced,1414,Yes
2249,Sri Lanka,United States,Better Quality of Life,Permanent,18-24,Female,Bachelor's,2023,Single,3071,No
2250,India,Australia,Business/Investment,Work,55+,Male,Secondary,2023,Single,306,No
2251,Nepal,Japan,Better Quality of Life,Permanent,25-34,Female,Bachelor's,2015,Single,1354,No
2252,Sri Lanka,Italy,Better Quality of Life,Permanent,25-34,Female,Master's,2014,Single,273,Yes
2253,India,Kuwait,Employment,Work,25-34,Male,Master's,2017,Divorced,2037,Yes
2254,India,Germany,Employment,Work,35-44,Male,Secondary,2014,Married,2082,Yes
2255,Bangladesh,New Zealand,Skilled Worker Visa,Work,35-44,Female,Master's,2021,Divorced,8272,Yes
2256,Pakistan,New Zealand,Employment,Work,35-44,Male,Bachelor's,2020,Married,3345,Yes
2257,Nepal,Qatar,Employment,Work,25-34,Male,Bachelor's,2009,Divorced,1457,Yes
2258,Sri Lanka,United Kingdom,Higher Education,Permanent,35-44,Female,Bachelor's,2020,Divorced,1324,Yes
2259,Nepal,Kuwait,Skilled Worker Visa,Work,35-44,Male,Secondary,2004,Divorced,1692,Yes
2260,Nepal,Malaysia,Employment,Work,35-44,Female,Vocational/Technical,2022,Single,3322,Yes
2261,Nepal,Norway,Marriage/Spouse,Permanent,35-44,Female,Vocational/Technical,2025,Single,2749,No
2262,India,Malaysia,Family Reunification,Permanent,18-24,Female,Secondary,2017,Married,558,Yes
2263,India,Oman,Employment,Work,35-44,Male,Bachelor's,2020,Married,669,Yes
2264,India,Kuwait,Skilled Worker Visa,Work,25-34,Male,Bachelor's,2008,Single,368,Yes
2265,Nepal,Malaysia,Employment,Work,45-54,Male,Primary,2025,Single,369,Yes
2266,Sri Lanka,South Korea,Employment,Work,55+,Male,Vocational/Technical,2018,Divorced,585,Yes
2267,Pakistan,Malaysia,Marriage/Spouse,Permanent,25-34,Male,PhD,2012,Single,968,Yes
2268,Nepal,Malaysia,Employment,Work,55+,Male,Vocational/Technical,2017,Married,333,Yes
2269,Nepal,United Kingdom,Refugee/Asylum,Permanent,45-54,Male,PhD,2010,Married,1357,No
2270,Bangladesh,France,Permanent Residency,Permanent,55+,Female,Bachelor's,2023,Single,1934,No
2271,Pakistan,Oman,Employment,Work,45-54,Male,Secondary,2024,Married,1150,Yes
2272,Nepal,Italy,Higher Education,Permanent,35-44,Male,Secondary,2001,Single,1820,No
2273,Sri Lanka,France,Better Quality of Life,Permanent,35-44,Female,Secondary,2020,Single,712,Yes
2274,Bangladesh,Norway,Marriage/Spouse,Permanent,25-34,Female,Bachelor's,2010,Married,261,No
2275,Pakistan,Oman,Employment,Work,45-54,Male,Secondary,2015,Single,1394,Yes
2276,Nepal,Kuwait,Skilled Worker Visa,Work,35-44,Male,Master's,2016,Married,1072,Yes
2277,Bangladesh,Norway,Higher Education,Permanent,35-44,Male,Bachelor's,2023,Married,8584,Yes
2278,Sri Lanka,Germany,Permanent Residency,Permanent,35-44,Male,Master's,2000,Married,4665,No
2279,Sri Lanka,Oman,Business/Investment,Work,25-34,Male,Master's,2017,Single,3483,Yes
2280,Bangladesh,Australia,Refugee/Asylum,Permanent,35-44,Female,Secondary,2023,Married,418,Yes
2281,Sri Lanka,Oman,Skilled Worker Visa,Work,35-44,Male,Primary,2004,Divorced,1211,No
2282,Nepal,UAE,Higher Education,Permanent,25-34,Male,Bachelor's,2018,Divorced,571,Yes
2283,Sri Lanka,Canada,Employment,Work,18-24,Male,Master's,2014,Divorced,288,No
2284,India,United States,Permanent Residency,Permanent,25-34,Female,Bachelor's,2006,Divorced,675,Yes
2285,India,Australia,Higher Education,Permanent,18-24,Male,Primary,2013,Single,1433,Yes
2286,Nepal,Malaysia,Marriage/Spouse,Permanent,35-44,Male,Master's,2013,Divorced,525,No
2287,India,United Kingdom,Employment,Work,25-34,Male,Master's,2009,Married,1208,No
2288,Sri Lanka,France,Skilled Worker Visa,Work,25-34,Female,Bachelor's,2009,Divorced,1982,No
2289,Sri Lanka,Malaysia,Permanent Residency,Permanent,45-54,Male,Vocational/Technical,2013,Married,1295,Yes
2290,Pakistan,Norway,Employment,Work,45-54,Male,Primary,2021,Divorced,1464,No
2291,Nepal,Australia,Higher Education,Permanent,35-44,Male,Bachelor's,2023,Married,11211,No
2292,Sri Lanka,Malaysia,Permanent Residency,Permanent,35-44,Male,Secondary,2006,Married,482,Yes
2293,Bangladesh,Norway,Better Quality of Life,Permanent,55+,Male,Master's,2007,Divorced,706,Yes
2294,Bangladesh,Malaysia,Permanent Residency,Permanent,45-54,Male,Vocational/Technical,2025,Married,1963,Yes
2295,Sri Lanka,Oman,Employment,Work,45-54,Male,Master's,2013,Divorced,1312,Yes
2296,Bangladesh,Norway,Economic Hardship,Permanent,25-34,Female,Vocational/Technical,2018,Single,3476,No
2297,India,UAE,Healthcare,Permanent,25-34,Male,Bachelor's,2020,Married,3241,Yes
2298,Sri Lanka,Kuwait,Employment,Work,18-24,Female,Master's,2017,Divorced,5328,Yes
2299,Nepal,Oman,Marriage/Spouse,Permanent,25-34,Female,Vocational/Technical,2023,Married,380,No
2300,Sri Lanka,Japan,Permanent Residency,Permanent,35-44,Male,Primary,2015,Divorced,8241,Yes
2301,India,United States,Family Reunification,Permanent,18-24,Male,Secondary,2016,Married,6494,Yes
2302,Nepal,Canada,Employment,Work,25-34,Male,Bachelor's,2017,Single,3071,No
2303,Sri Lanka,France,Higher Education,Permanent,25-34,Male,PhD,2016,Single,2925,Yes
2304,Pakistan,Italy,Skilled Worker Visa,Work,25-34,Male,PhD,2010,Single,3591,No
2305,Pakistan,UAE,Employment,Work,55+,Female,Master's,2019,Married,508,Yes
2306,Pakistan,Canada,Marriage/Spouse,Permanent,35-44,Male,Bachelor's,2011,Married,718,Yes
2307,Bangladesh,Qatar,Employment,Work,25-34,Male,PhD,2021,Married,849,Yes
2308,Bangladesh,New Zealand,Employment,Work,35-44,Female,Secondary,2024,Married,1949,Yes
2309,Pakistan,Kuwait,Business/Investment,Work,35-44,Male,Secondary,2021,Married,1239,Yes
2310,Sri Lanka,South Korea,Employment,Work,25-34,Male,Master's,2024,Married,209,Yes
2311,Nepal,Saudi Arabia,Economic Hardship,Permanent,45-54,Female,Vocational/Technical,2023,Divorced,1117,Yes
2312,Bangladesh,Japan,Marriage/Spouse,Permanent,25-34,Female,Bachelor's,2015,Married,1061,Yes
2313,Sri Lanka,Canada,Higher Education,Permanent,45-54,Male,Secondary,2019,Married,1313,Yes
2314,Nepal,Oman,Permanent Residency,Permanent,25-34,Male,Vocational/Technical,2022,Single,809,Yes
2315,Bangladesh,New Zealand,Family Reunification,Permanent,18-24,Female,Secondary,2015,Married,1251,No
2316,India,Italy,Better Quality of Life,Permanent,35-44,Female,Vocational/Technical,2015,Married,507,No
